t,P,Marginal
-8.205641128225645,2.880930828287728e-34,1.0109127502183405e-31
-8.199639927985597,3.203919270389408e-34,1.121208859709982e-31
-8.19363872774555,3.5628499563108658e-34,1.2434446687074896e-31
-8.187637527505501,3.961692260832745e-34,1.3789023299865697e-31
-8.181636327265453,4.404850538809707e-34,1.5290005559027207e-31
-8.175635127025405,4.8972114158230795e-34,1.6953090415196426e-31
-8.169633926785357,5.444196178770037e-34,1.8795643980483059e-31
-8.163632726545309,6.051818811844135e-34,2.083687753362933e-31
-8.157631526305261,6.726750281208138e-34,2.309804192486033e-31
-8.151630326065213,7.476389735587901e-34,2.560264228704031e-31
-8.145629125825165,8.308943360659285e-34,2.837667515553904e-31
-8.139627925585117,9.23351170315794e-34,3.1448890314920528e-31
-8.133626725345069,1.0260186366885576e-33,3.485107992820202e-31
-8.127625525105021,1.1400157078066882e-33,3.861839776620129e-31
-8.121624324864973,1.2665830222767013e-33,4.278971164282337e-31
-8.115623124624925,1.407096007534561e-33,4.7407992479703435e-31
-8.109621924384877,1.5630794065341016e-33,5.252074377335597e-31
-8.103620724144829,1.73622335720064e-33,5.818047562310888e-31
-8.09761952390478,1.928401189234589e-33,6.444522790217342e-31
-8.091618323664733,2.1416891201453518e-33,7.137914762111527e-31
-8.085617123424685,2.3783880514927945e-33,7.905312604703738e-31
-8.079615923184637,2.6410476873981032e-33,8.754550170767157e-31
-8.073614722944589,2.9324932206628394e-33,9.694283603248102e-31
-8.06761352270454,3.255854857530398e-33,1.0734076906849065e-30
-8.061612322464493,3.614600480486899e-33,1.1884496346313775e-30
-8.055611122224445,4.01257177980313e-33,1.3157214573684024e-30
-8.049609921984397,4.4540242190679136e-33,1.4565125478176227e-30
-8.043608721744349,4.943671238089297e-33,1.612247085287043e-30
-8.0376075215043,5.4867331386103134e-33,1.784498008302658e-30
-8.031606321264253,6.088991144705058e-33,1.9750024182542185e-30
-8.025605121024205,6.756847180933882e-33,2.1856785638940768e-30
-8.019603920784157,7.497389967834164e-33,2.4186445674537622e-30
-8.013602720544108,8.318468096645779e-33,2.6762390693393173e-30
-8.00760152030406,9.228770813913031e-33,2.961043986178873e-30
-8.001600320064012,1.0237917322422674e-32,3.27590959658416e-30
-7.995599119823964,1.1356555488552349e-32,3.623982190526876e-30
-7.989597919583916,1.2596470938309537e-32,4.0087345419135246e-30
-7.983596719343868,1.3970707626012672e-32,4.433999489979618e-30
-7.97759551910382,1.5493701071666005e-32,4.9040069437478914e-30
-7.971594318863772,1.7181425586667913e-32,5.423424655259639e-30
-7.965593118623724,1.9051556943735118e-32,5.997403141872735e-30
-7.959591918383676,2.1123652097106175e-32,6.631625175930471e-30
-7.953590718143628,2.3419347724619476e-32,7.332360301878212e-30
-7.94758951790358,2.5962579545698254e-32,8.106524886808562e-30
-7.941588317663532,2.877982457032811e-32,8.961748260854724e-30
-7.935587117423484,3.1900368655662967e-32,9.906445559269668e-30
-7.929585917183436,3.535660199101367e-32,1.09498979389119e-29
-7.923584716943388,3.9184345400936126e-32,1.2102340908741013e-29
-7.91758351670334,4.3423210652448563e-32,1.3375061587392467e-29
-7.911582316463293,4.8116998278823796e-32,1.4780505781592988e-29
-7.905581116223245,5.331413679195798e-32,1.633239586780073e-29
-7.899579915983197,5.906816755131951e-32,1.8045860556771747e-29
-7.893578715743149,6.543827999365134e-32,1.9937577727629235e-29
-7.887577515503101,7.248990240787826e-32,2.202593163534541e-29
-7.881576315263053,8.029535396857148e-32,2.4331185924379115e-29
-7.875575115023005,8.893456432365795e-32,2.6875674022641954e-29
-7.869573914782957,9.849586767320456e-32,2.968400864521893e-29
-7.863572714542909,1.0907687898193445e-31,3.2783312307681574e-29
-7.857571514302861,1.207854607451068e-31,3.62034709358676e-29
-7.851570314062813,1.33740789582617e-31,3.9977412864265866e-29
-7.845569113822765,1.4807453287745482e-31,4.4141415740397674e-29
-7.839567913582717,1.6393214671057118e-31,4.873544409975089e-29
-7.833566713342669,1.81474307484171e-31,5.380352064701193e-29
-7.827565513102621,2.0087849087982084e-31,5.93941345768632e-29
-7.821564312862573,2.22340713177908e-31,6.556069059400036e-29
-7.815563112622525,2.4607745148339948e-31,7.236200265004647e-29
-7.809561912382477,2.7232776107324244e-31,7.986283680773243e-29
-7.803560712142429,3.0135560991818964e-31,8.813450807339821e-29
-7.797559511902381,3.3345245245286185e-31,9.725553651118359e-29
-7.791558311662333,3.6894006689064376e-31,1.0731236847020324e-28
-7.785557111422285,4.081736828244896e-31,1.1840016932389602e-28
-7.7795559111822365,4.515454285427918e-31,1.3062369474337472e-28
-7.7735547109421885,4.994881304451674e-31,1.4409824820919853e-28
-7.7675535107021405,5.52479500192736e-31,1.5895073321426223e-28
-7.7615523104620925,6.110467488001549e-31,1.7532080943069361e-28
-7.7555511102220445,6.757716708041187e-31,1.9336216301261538e-28
-7.749549909981996,7.472962459601131e-31,2.132439021918433e-28
-7.743548709741948,8.263288106641969e-31,2.351520904032467e-28
-7.7375475095019,9.136508565114689e-31,2.592914303595465e-28
-7.731546309261852,1.0101245191337367e-30,2.858871137915636e-28
-7.725545109021804,1.116700826756279e-30,3.151868529900769e-28
-7.719543908781756,1.2344287848329292e-30,3.4746311184121234e-28
-7.713542708541708,1.3644653807208288e-30,3.830155557514864e-28
-7.70754150830166,1.50808660070779e-30,4.221737417252688e-28
-7.701540308061612,1.6666995608794398e-30,4.653000719018346e-28
-7.695539107821564,1.8418558633903933e-30,5.127930360980873e-28
-7.689537907581517,2.035266300771554e-30,5.650907713547504e-28
-7.683536707341469,2.24881704306098e-30,6.226749691684269e-28
-7.677535507101421,2.4845874558932472e-30,6.860751640309966e-28
-7.671534306861373,2.7448697123402275e-30,7.558734401159246e-28
-7.665533106621325,3.0321903773881284e-30,8.327095964733223e-28
-7.659531906381277,3.349334161604315e-30,9.172868149515565e-28
-7.653530706141229,3.699370059943131e-30,1.0103778792833629e-27
-7.647529505901181,4.085680112930895e-30,1.1128319983931637e-27
-7.641528305661133,4.5119910508394855e-30,1.2255822920367166e-27
-7.635527105421085,4.982409107106289e-30,1.3496540024150351e-27
-7.629525905181037,5.501458315405741e-30,1.4861735014561046e-27
-7.623524704940989,6.074122635665334e-30,1.6363781700787534e-27
-7.617523504700941,6.705892288210682e-30,1.801627232996118e-27
-7.611522304460893,7.402814712409373e-30,1.9834136405392486e-27
-7.605521104220845,8.171550606978458e-30,2.1833770976477337e-27
-7.599519903980797,9.019435553872567e-30,2.4033183496526523e-27
-7.593518703740749,9.954547776758493e-30,2.6452148448430077e-27
-7.587517503500701,1.0985782638923629e-29,2.91123790514218e-27
-7.581516303260653,1.212293454451532e-29,3.2037715486155124e-27
-7.575515103020605,1.337678697176442e-29,3.525433121081834e-27
-7.569513902780557,1.4759211437854977e-29,3.879095908917269e-27
-7.563512702540509,1.6283276272960374e-29,4.2679139213356816e-27
-7.557511502300461,1.7963366166328352e-29,4.695349048133702e-27
-7.551510302060413,1.9815313540878523e-29,5.1652008182382645e-27
-7.545509101820365,2.185654291535979e-29,5.681639005542259e-27
-7.539507901580317,2.410622952555794e-29,6.249239351624498e-27
-7.533506701340269,2.6585473599283566e-29,6.873022700203743e-27
-7.5275055011002205,2.931749181493322e-29,7.558497865769516e-27
-7.5215043008601725,3.232782762142405e-29,8.311708588979132e-27
-7.5155031006201245,3.5644582259482575e-29,9.139284964344406e-27
-7.5095019003800765,3.929866850196354e-29,1.0048499761707592e-26
-7.5035007001400285,4.332408932555415e-29,1.1047330102302174e-26
-7.49749949989998,4.7758243939488314e-29,1.2144524993112777e-26
-7.491498299659932,5.264226383051083e-29,1.334967927012018e-26
-7.485497099419884,5.802138173921362e-29,1.4673314552201622e-26
-7.479495899179836,6.394533676311412e-29,1.6126967863345993e-26
-7.473494698939788,7.046881908875598e-29,1.7723288641865217e-26
-7.46749349869974,7.765195819119269e-29,1.9476144921903207e-26
-7.461492298459692,8.556085870720954e-29,2.140073954526991e-26
-7.455491098219644,9.426818859154512e-29,2.351373734101301e-26
-7.449489897979596,1.0385382460646815e-28,2.5833404296786775e-26
-7.443488697739548,1.1440556067792777e-28,2.837975984064262e-26
-7.4374874974995,1.2601988518003915e-28,3.117474345506436e-26
-7.431486297259452,1.388028337881658e-28,3.424239695768191e-26
-7.425485097019404,1.528709251739846e-28,3.7609063905968473e-26
-7.419483896779356,1.6835218750877398e-28,4.1303607717282497e-26
-7.413482696539308,1.8538728449931986e-28,4.535765024186191e-26
-7.40748149629926,2.0413075051037824e-28,4.980583268591141e-26
-7.401480296059212,2.247523452352144e-28,5.468610095593477e-26
-7.395479095819164,2.4743853936861955e-28,6.004001768525349e-26
-7.389477895579116,2.7239414382291004e-28,6.591310341063272e-26
-7.383476695339068,2.9984409621540934e-28,7.235520959264476e-26
