P_max,OmegaA,OmegaB,t_max,Mu,Gamma_e,number_of_fails,mp.dps,ComputTime
0.0348579105710583,30.2536889354857,30.2536800923018,0.089663797369785,0.0,199.526231496888,0.0,40.0,1415.27290964127
0.0313620395854624,32.7281504847797,32.7281563545965,0.0836021551268315,0.0,223.872113856834,0.0,40.0,1350.86208367348
0.0281993006513664,35.4069621755484,35.4069699210464,0.077938562897373,0.0,251.188643150958,0.0,30.0,289.347273349762
0.0253407943322905,38.3068601804033,38.3068588033123,0.0726484596029472,0.0,281.838293126446,0.0,30.0,262.898556947708
0.0227596598622713,41.4460228657105,41.446039341547,0.0677083011681781,0.0,316.227766016838,0.0,60.0,426.897936582565
0.0204310117437015,44.844098199742,44.8440986540263,0.0630960649742175,0.0,354.813389233576,0.0,40.0,1213.94842004776
0.0183318622763665,48.5223550646285,48.5223548641041,0.0587908699218237,0.0,398.107170553498,0.0,40.0,1066.98041987419
0.01644103394612,52.5037974708092,52.5037990620036,0.0547731049307098,0.0,446.683592150964,0.0,40.0,1294.87025523186
0.0147390649852247,56.8133104606051,56.8132928985892,0.0510242899362698,0.0,501.187233627272,0.0,60.0,519.540600299835
0.0132081108608479,61.4777504220684,61.4777618154951,0.0475270783301846,0.0,562.341325190349,0.0,50.0,498.230759382248
0.0118318439538282,66.5263864002707,66.5263771582586,0.044265030704452,0.0,630.957344480194,0.0,60.0,433.413623332977
0.0105953532552973,71.9905284785751,71.9905373314039,0.0412229761813864,0.0,707.945784384139,0.0,50.0,231.46280837059
0.0094850455309776,77.9043001242731,77.9042958793936,0.0383864332355844,0.0,794.328234724282,0.0,60.0,616.147904872894
0.0084885490781933,84.3046602374415,84.3046662878885,0.0357418708636532,0.0,891.250938133746,0.0,60.0,410.121338367462
0.0075946209242405,91.2312614475667,91.2312643045601,0.0332767119996538,0.0,1000.0,0.0,60.0,636.962540388107
0.0067930580821633,98.7274219396453,98.7274352694254,0.030979010344985,0.0,1122.01845430197,0.0,40.0,815.737973213196
0.0060746132863437,106.839077490574,106.839075563241,0.0288378910665309,0.0,1258.92541179417,0.0,50.0,229.441039323807
0.0054309154706348,115.618255889752,115.618260774307,0.0268423726642994,0.0,1412.53754462276,1.0,40.0,1175.39827203751
0.00485439512353,125.118024296091,125.118017705671,0.0249832703829222,0.0,1584.89319246111,0.0,40.0,737.839300870895
0.0043382145488532,135.397805335109,135.39779906141,0.0232512856734596,0.0,1778.27941003892,0.0,50.0,712.287943840027
0.003876202981901,146.521368787972,146.521371338492,0.0216379019561606,0.0,1995.26231496888,0.0,60.0,712.845048189163
0.0034627964457234,158.557778587099,158.557784878379,0.0201351277812324,0.0,2238.72113856834,0.0,50.0,784.329300403595
0.0030929821862579,171.581633451876,171.581621496433,0.0187355315169968,0.0,2511.88643150958,0.0,50.0,906.681733846664
0.0027622474905668,185.673669495371,185.673667879541,0.0174321351930843,0.0,2818.38293126446,0.0,60.0,859.574736833572
0.0024665326690576,200.920753930197,200.920800379296,0.0162184602227192,0.0,3162.27766016838,0.0,50.0,1038.45306038857
0.0022021879677091,217.41457187248,217.41460645065,0.0150885910710764,0.0,3548.13389233576,1.0,50.0,1262.237159729
0.0019659341618686,235.251878379069,235.251875798544,0.0140370198696669,0.0,3981.07170553498,0.0,50.0,724.798477649689
0.0017548266554578,254.91647460986,254.916547293967,0.0130421345383357,0.0,4466.83592150964,0.0,50.0,848.758260011673
0.0015662220788105,276.938294206582,276.93743001935,0.0120926327927847,0.0,5011.87233627273,0.0,50.0,534.006341695786
0.0013977393196089,303.217021624515,303.125693084935,0.0111667786958926,0.0,5623.41325190349,0.0,50.0,531.274329900742
0.0012472336743832,339.54020522086,339.540206534008,0.0100675222781595,0.0,6309.57344480194,0.0,50.0,612.835171461105
0.0011129227463595,351.489295066901,351.526396807709,0.0096898293551837,0.0,7079.45784384139,0.0,50.0,229.076647758484
0.0009929417905372,387.632612999747,387.559077390327,0.0088952414377933,0.0,7943.28234724282,0.0,60.0,1225.30596995354
0.0008858067575001,434.506500723132,434.888002477138,0.0079595405319449,0.0,8912.50938133746,0.0,60.0,1303.92908024788
